CustomerID,Frequency,TotalSpent,AvgOrderValue,TotalQuantity,NumSessions,Recency,Cluster
12425,36,777.2,21.58888888888889,496,1,77,0
12426,30,582.73,19.424333333333333,258,1,194,0
12427,31,825.8,26.638709677419353,533,3,21,0
12428,292,7005.26,23.990616438356167,3524,8,25,0
12429,97,3750.4,38.66391752577319,1557,4,8,0
12430,11,256.4,23.30909090909091,117,1,42,0
12431,232,5259.61,22.670732758620687,2138,14,59,0
12432,105,3884.12,36.99161904761905,1704,4,42,0
12433,418,12968.83,31.025909090909092,10687,7,0,0
12434,50,806.14,16.122799999999998,394,2,84,0
12435,19,2229.34,117.33368421052633,1050,2,79,0
12436,16,509.01,31.813125,211,1,99,0
12437,199,4951.41,24.88145728643216,2922,18,1,0
12438,97,2586.85,26.668556701030926,1172,2,13,0
12441,11,173.55,15.77727272727273,121,1,366,0
12442,12,172.06,14.338333333333333,182,1,2,0
12444,173,4165.46,24.077803468208092,1132,5,20,0
12445,4,133.4,33.35,62,1,21,0
12446,57,1002.3100000000001,17.584385964912283,351,1,57,0
12447,26,476.49,18.326538461538462,190,1,242,0
12448,22,449.45,20.429545454545455,243,1,43,0
12449,191,4067.29,21.294712041884818,1553,4,21,0
12450,8,197.88,24.735,128,2,155,0
12451,353,8790.72,24.902889518413595,6479,5,10,0
12452,22,430.57,19.571363636363635,185,2,16,0
12453,43,707.09,16.443953488372095,473,1,133,0
12454,7,1009.0,144.14285714285714,284,1,55,0
12455,90,2466.86,27.409555555555556,2089,6,72,0
12456,124,2901.04,23.39548387096774,1626,3,43,0
12457,62,2363.23,38.11661290322581,843,7,65,0
12458,38,947.4,24.931578947368422,506,2,70,0
12461,35,826.88,23.62514285714286,287,2,93,0
12462,62,1189.59,19.186935483870965,536,2,18,0
12463,83,1344.78,16.202168674698793,776,4,52,0
12464,29,1212.05,41.79482758620689,112,8,9,0
12465,47,742.1899999999999,15.79127659574468,479,2,16,0
12468,38,729.5400000000001,19.19842105263158,366,2,187,0
12471,447,14320.45,32.036800894854586,7725,28,1,0
12472,339,6572.11,19.386755162241887,4148,7,31,0
12473,166,2965.15,17.86234939759036,2437,5,28,0
12474,424,7375.79,17.395731132075472,4847,18,16,0
12475,36,723.38,20.093888888888888,535,1,53,0
12476,233,6816.42,29.255021459227468,2408,11,15,0
12477,293,11184.94,38.1738566552901,3253,6,22,0
12478,36,680.99,18.91638888888889,236,1,3,0
12479,31,527.2,17.006451612903227,385,1,10,0
12480,153,2964.83,19.37797385620915,1515,4,27,0
12481,217,5596.32,25.789493087557602,3304,10,22,0
12483,75,2484.98,33.133066666666664,1110,8,16,0
12484,346,4541.72,13.126358381502891,2191,6,32,0
12488,55,1298.66,23.612000000000002,529,3,9,0
12489,15,334.93,22.328666666666667,105,1,335,0
12490,245,5417.93,22.114,3064,10,4,0
12491,26,460.40000000000003,17.70769230769231,260,1,38,0
12492,20,263.21000000000004,13.160500000000003,192,2,62,0
12493,22,433.74,19.715454545454545,207,2,165,0
12494,77,1246.1000000000001,16.183116883116885,707,7,15,0
12497,14,1043.1,74.50714285714285,1236,1,81,0
12498,23,403.70000000000005,17.55217391304348,159,3,20,0
12500,59,3328.54,56.41593220338983,2330,11,22,0
12501,149,2169.39,14.559664429530201,1783,1,336,0
12502,147,3723.87,25.332448979591835,820,5,95,0
12504,9,482.04999999999995,53.5611111111111,90,2,17,0
12506,23,73.5,3.1956521739130435,23,1,232,0
12507,20,1096.01,54.8005,750,3,133,0
12508,69,398.27,5.772028985507246,272,2,25,0
12509,7,176.5,25.214285714285715,55,1,283,0
12510,33,982.5699999999999,29.774848484848484,353,2,142,0
12512,34,138.03,4.059705882352941,99,2,65,0
12513,35,612.29,17.494,462,1,112,0
12514,51,1017.68,19.954509803921567,440,1,266,0
12515,16,383.7,23.98125,131,1,352,0
12516,26,1312.06,50.46384615384615,875,2,77,0
12517,284,2502.84,8.812816901408452,1371,5,27,0
12518,124,2056.89,16.58782258064516,1318,5,0,0
12519,18,340.84,18.935555555555553,183,1,63,0
12520,152,2634.26,17.330657894736845,1439,5,78,0
12521,38,599.68,15.781052631578946,309,1,142,0
12522,12,192.72,16.06,194,2,38,0
12523,106,1789.77,16.884622641509434,865,11,18,0
12524,144,4485.72,31.150833333333335,3699,8,8,0
12526,71,1316.66,18.54450704225352,632,3,0,0
12527,18,348.71000000000004,19.37277777777778,234,3,81,0
12528,92,1933.48,21.01608695652174,756,6,8,0
12530,66,1662.28,25.186060606060607,913,4,59,0
12531,17,125.22,7.365882352941177,45,1,14,0
12532,16,349.83000000000004,21.864375000000003,153,1,29,0
12534,63,1089.18,17.28857142857143,651,1,130,0
12535,34,716.35,21.069117647058825,219,2,91,0
12536,259,4279.71,16.523976833976835,2801,1,58,0
12538,21,363.95,17.33095238095238,191,1,28,0
12539,273,5568.35,20.396886446886448,2067,4,21,0
12540,476,12952.24,27.210588235294118,6669,17,19,0
12541,52,981.18,18.868846153846153,680,3,29,0
12544,19,372.7,19.61578947368421,136,1,35,0
12545,50,1000.39,20.0078,523,2,74,0
12546,69,1161.5,16.833333333333332,633,2,46,0
12547,8,207.79999999999998,25.974999999999998,134,2,197,0
12548,5,95.19999999999999,19.04,49,1,165,0
12550,57,964.83,16.92684210526316,569,1,78,0
12551,10,168.0,16.8,100,1,357,0
12552,20,437.82,21.891,88,2,38,0
12553,191,3692.28,19.33130890052356,1965,10,7,0
12556,121,603.71,4.989338842975207,358,2,49,0
12557,18,1691.34,93.96333333333332,1142,3,157,0
12558,11,269.96,24.54181818181818,196,1,7,0
12559,21,561.71,26.74809523809524,283,2,310,0
12560,105,2134.01,20.323904761904764,1110,3,4,0
12561,16,238.85,14.928125,177,1,302,0
12562,168,3781.7400000000002,22.510357142857146,1779,7,7,0
12564,21,456.9,21.757142857142856,133,1,260,0
12565,9,145.92,16.21333333333333,80,1,288,0
12566,19,351.65,18.507894736842104,265,1,85,0
12567,446,9401.28,21.079103139013455,4305,10,22,0
12569,188,4124.69,21.939840425531912,1801,32,1,0
12571,34,519.61,15.28264705882353,523,2,39,0
12572,60,1020.42,17.006999999999998,452,2,8,0
12573,28,160.54000000000002,5.733571428571429,84,1,226,0
12574,11,218.45,19.85909090909091,61,1,315,0
12576,88,1315.83,14.952613636363635,967,5,35,0
12577,147,657.8,4.474829931972788,472,3,34,0
12578,114,2794.51,24.51324561403509,1196,2,20,0
12579,29,440.42,15.18689655172414,285,1,77,0
12580,24,415.7,17.320833333333333,238,1,246,0
12581,15,197.71,13.180666666666667,161,1,39,0
12582,22,511.36,23.243636363636366,300,2,238,0
12583,247,7281.38,29.47927125506073,5060,15,2,0
12584,96,2338.15,24.355729166666666,416,9,3,0
12585,87,2040.1,23.44942528735632,1279,2,233,0
12586,11,196.94000000000003,17.903636363636366,79,1,16,0
12587,4,144.0,36.0,51,1,7,0
12588,10,214.89999999999998,21.49,53,1,38,0
12589,35,646.68,18.47657142857143,306,2,28,0
12590,53,5569.0599999999995,105.07660377358489,2838,1,210,0
12591,26,452.84999999999997,17.41730769230769,228,1,316,0
12592,18,437.6,24.311111111111114,290,2,91,0
12593,21,418.09999999999997,19.909523809523808,206,3,108,0
12594,118,3338.2200000000003,28.290000000000003,1777,10,37,0
12596,27,618.27,22.898888888888887,474,2,50,0
12597,204,3307.22,16.21186274509804,2218,4,18,0
12598,132,3023.08,22.902121212121212,1964,8,9,0
12599,62,1032.58,16.654516129032256,956,7,28,0
12600,63,2361.44,37.483174603174604,726,10,28,0
12601,28,577.0600000000001,20.609285714285715,245,5,189,0
12602,12,153.12,12.76,162,1,58,0
12604,16,254.18,15.88625,201,2,78,0
12607,101,1579.51,15.63871287128713,1228,1,59,0
12609,60,1126.85,18.78083333333333,648,3,77,0
12610,106,2099.54,19.80698113207547,1049,5,22,0
12611,65,1193.32,18.35876923076923,846,1,51,0
12612,19,704.0400000000001,37.054736842105264,262,1,73,0
12613,153,3344.38,21.858692810457516,1644,5,56,0
12614,20,315.6,15.780000000000001,76,1,277,0
12615,105,2291.19,21.820857142857143,1376,4,1,0
12616,32,713.3,22.290625,284,2,94,0
12617,42,355.53,8.465,213,1,28,0
12618,11,177.31,16.11909090909091,96,1,21,0
12619,89,3251.56,36.53438202247191,3377,8,15,0
12620,92,1339.41,14.558804347826088,1181,3,14,0
12621,459,11727.07,25.54917211328976,6436,20,1,0
12622,11,180.1,16.37272727272727,69,1,231,0
12623,18,305.1,16.950000000000003,191,1,275,0
12624,38,641.13,16.87184210526316,355,2,105,0
12625,86,2683.82,31.207209302325584,1612,2,211,0
12626,294,6620.48,22.51863945578231,3453,9,22,0
12627,230,4478.53,19.47186956521739,2752,7,10,0
12628,41,786.46,19.181951219512197,448,3,3,0
12630,64,1270.88,19.8575,548,2,9,0
12631,31,640.5,20.661290322580644,236,1,56,0
12633,99,1737.78,17.553333333333335,926,4,58,0
12635,101,1689.18,16.724554455445546,1172,2,89,0
12637,390,6021.9,15.440769230769229,3002,8,66,0
12638,39,671.69,17.222820512820515,577,1,32,0
12639,22,486.1,22.095454545454547,201,1,238,0
12640,53,1174.58,22.16188679245283,311,3,23,0
12641,10,185.9,18.59,72,1,114,0
12642,47,1013.26,21.558723404255318,552,3,24,0
12643,17,1004.04,59.06117647058824,724,6,127,0
12644,31,477.91,15.416451612903227,325,1,129,0
12645,73,1775.18,24.31753424657534,1084,4,33,0
12646,45,1346.97,29.932666666666666,897,2,4,0
12647,121,3722.82,30.76710743801653,1431,12,21,0
12648,21,318.05,15.145238095238096,160,1,154,0
12649,31,623.51,20.113225806451613,586,3,106,0
12650,20,314.44,15.722,254,1,2,0
12651,9,114.0,12.666666666666666,78,1,334,0
12652,48,919.98,19.16625,505,1,330,0
12653,42,1859.45,44.272619047619045,887,2,148,0
12654,38,601.98,15.841578947368422,264,5,10,0
12656,125,3796.17,30.36936,1623,5,16,0
12657,47,1643.18,34.961276595744685,1044,4,10,0
12658,36,686.05,19.056944444444444,320,1,18,0
12659,5,91.68,18.336000000000002,105,1,29,0
12660,13,245.1,18.853846153846153,127,1,10,0
12662,230,3849.78,16.73817391304348,2058,11,0,0
12664,27,2207.8,81.77037037037037,483,9,7,0
12665,3,63.0,21.0,37,1,324,0
12667,33,620.13,18.791818181818183,395,1,57,0
12668,160,3519.15,21.9946875,1618,4,11,0
12669,100,1607.73,16.0773,1114,2,150,0
12670,92,2996.05,32.56576086956522,1397,5,9,0
12672,10,225.89999999999998,22.589999999999996,78,1,329,0
12673,42,610.52,14.536190476190475,351,2,4,0
12674,83,1970.6,23.742168674698792,1133,4,38,0
12676,45,1331.39,29.586444444444446,670,6,24,0
12678,147,10257.18,69.77673469387756,7620,12,41,0
12679,48,1113.02,23.187916666666666,554,4,58,0
12680,52,862.81,16.592499999999998,443,4,0,0
12681,637,13572.74,21.307284144427,7416,22,14,0
12682,523,11686.78,22.345659655831742,5239,31,3,0
12683,344,8476.57,24.641191860465117,4987,15,3,0
12684,105,2283.63,21.748857142857144,1985,7,7,0
12685,157,2863.08,18.236178343949042,1523,6,27,0
12686,7,89.14,12.734285714285715,107,1,371,0
12688,171,4873.8099999999995,28.501812865497072,3028,1,113,0
12689,72,1247.61,17.327916666666667,628,2,25,0
12690,16,389.01,24.313125,106,1,205,0
12691,32,1035.8,32.36875,394,6,27,0
12693,39,855.91,21.946410256410257,255,4,126,0
12694,37,869.67,23.504594594594593,509,2,69,0
12695,27,582.1,21.55925925925926,220,4,6,0
12697,41,957.59,23.355853658536585,508,3,28,0
12700,268,4939.99,18.432798507462685,2967,4,7,0
12701,53,797.71,15.051132075471699,678,2,79,0
12702,12,219.0,18.25,53,1,19,0
12703,21,283.55,13.502380952380953,164,1,70,0
12704,88,2340.84,26.600454545454546,1006,8,6,0
12705,334,6868.29,20.56374251497006,3997,9,14,0
12707,33,603.42,18.285454545454545,256,1,291,0
12708,157,2712.91,17.27968152866242,1307,10,29,0
12709,204,8470.52,41.5221568627451,3816,15,14,0
12710,77,1149.02,14.922337662337663,851,3,96,0
12712,133,4396.13,33.053609022556394,1062,13,28,0
12713,38,848.55,22.330263157894734,508,1,0,0
12714,259,4708.86,18.18092664092664,3069,5,8,0
12715,21,353.86,16.85047619047619,197,1,105,0
12716,69,1053.49,15.267971014492753,708,2,3,0
12717,55,1030.98,18.74509090909091,506,2,150,0
12718,19,238.25,12.539473684210526,203,1,70,0
12719,39,644.95,16.53717948717949,374,2,4,0
12720,354,5781.73,16.332570621468925,4672,25,2,0
12721,161,2656.13,16.497701863354038,1959,6,31,0
12722,53,997.63,18.82320754716981,566,4,84,0
12723,69,725.07,10.508260869565218,434,5,3,0
12724,53,1031.41,19.460566037735852,445,4,4,0
12725,24,427.8,17.825,164,1,370,0
12726,124,2609.1,21.041129032258063,3143,7,27,0
12727,139,3980.7,28.638129496402875,2098,7,10,0
12728,46,836.33,18.18108695652174,419,4,70,0
12729,26,453.01,17.423461538461538,233,1,113,0
12731,258,14180.31,54.96244186046511,6813,12,23,0
12732,12,236.26000000000002,19.688333333333336,111,1,179,0
12733,22,383.95,17.452272727272728,137,1,233,0
12734,4,110.39999999999999,27.599999999999998,88,1,352,0
12735,43,779.5699999999999,18.12953488372093,368,2,314,0
12736,4,234.0,58.5,173,1,332,0
12738,11,155.35,14.122727272727273,148,1,371,0
12739,38,1013.04,26.658947368421053,486,2,77,0
12740,27,427.6,15.837037037037037,342,1,63,0
12743,134,546.43,4.077835820895522,319,2,133,0
12744,215,9032.99,42.01390697674419,5233,5,55,0
12747,101,3710.0099999999998,36.73277227722772,1203,11,1,0
12748,4589,31054.95,6.767258662017869,25105,207,0,1
12749,199,4090.88,20.55718592964824,1471,5,3,0
12750,15,275.88,18.392,137,1,128,0
12752,47,2878.78,61.25063829787234,1926,1,80,0
12753,177,16052.95,90.69463276836159,9927,6,22,0
12754,55,975.54,17.73709090909091,2641,3,235,0
12755,3,17.549999999999997,5.849999999999999,3,1,280,0
12756,4,112.07999999999998,28.019999999999996,144,1,86,0
12757,367,4257.7,11.601362397820163,2398,9,15,0
12758,97,2791.59,28.779278350515465,2135,2,116,0
12759,95,1531.44,16.12042105263158,902,3,51,0
12762,69,1898.52,27.51478260869565,1227,2,7,0
12763,18,494.08,27.448888888888888,316,2,137,0
12764,45,1693.88,37.64177777777778,386,1,316,0
12766,310,6989.63,22.547193548387096,3646,7,3,0
12769,32,1143.6,35.7375,356,1,238,0
12770,11,1033.45,93.95,703,1,210,0
12772,55,892.47,16.226727272727274,556,1,59,0
12775,66,1386.04,21.00060606060606,877,5,16,0
12778,50,822.23,16.4446,825,6,19,0
12779,149,3981.36,26.72053691275168,2024,8,37,0
12781,25,826.74,33.0696,671,2,63,0
12782,103,2330.92,22.630291262135923,1086,5,4,0
12783,82,1603.8700000000001,19.559390243902442,622,4,1,0
12784,59,574.42,9.73593220338983,300,2,8,0
12785,14,311.95,22.282142857142855,131,1,363,0
12787,20,463.66,23.183,261,3,9,0
12789,4,91.85,22.9625,4,1,64,0
12790,21,324.92,15.472380952380954,166,1,191,0
12791,2,192.60000000000002,96.30000000000001,97,1,373,0
12792,25,400.53999999999996,16.0216,217,1,256,0
12793,24,545.48,22.728333333333335,295,2,334,0
12794,45,860.41,19.12022222222222,592,2,52,0
12795,14,430.48,30.74857142857143,68,1,18,0
12797,13,254.03,19.540769230769232,118,1,365,0
12798,2,224.64,112.32,528,1,170,0
12802,25,427.58,17.1032,314,1,186,0
12808,28,483.65000000000003,17.273214285714285,188,3,36,0
12809,25,489.31,19.572400000000002,220,1,177,0
12811,31,514.85,16.608064516129033,230,3,260,0
12812,15,229.64000000000001,15.309333333333335,164,1,44,0
12814,2,125.92,62.96,49,1,101,0
12815,47,1063.46,22.6268085106383,379,2,147,0
12816,29,572.2,19.731034482758623,128,2,95,0
12817,4,166.04,41.51,53,1,280,0
12818,11,577.28,52.48,632,1,261,0
12820,59,942.34,15.97186440677966,722,4,2,0
12821,6,92.72,15.453333333333333,70,1,213,0
12822,46,948.88,20.62782608695652,550,2,70,0
12824,25,397.12,15.8848,232,1,59,0
12826,91,1474.72,16.205714285714286,1058,7,2,0
12827,25,430.15000000000003,17.206000000000003,197,3,5,0
12828,56,1018.71,18.19125,494,6,2,0
12829,11,293.0,26.636363636363637,376,2,336,0
12830,27,3138.48,116.24,4536,5,37,0
12831,9,215.05,23.894444444444446,135,1,261,0
12832,27,383.03,14.186296296296295,195,2,31,0
12833,24,417.38,17.390833333333333,156,1,144,0
12834,18,312.38,17.354444444444443,110,1,282,0
12836,175,2612.86,14.930628571428572,1064,4,58,0
12837,12,134.1,11.174999999999999,24,1,172,0
12838,123,683.13,5.55390243902439,359,2,33,0
12839,314,5591.42,17.80707006369427,3807,14,2,0
12840,113,2726.77,24.13070796460177,1511,4,143,0
12841,420,4022.35,9.577023809523808,2757,25,4,0
12842,34,1118.99,32.9114705882353,547,2,69,0
12843,103,1702.26,16.526796116504855,781,8,65,0
12844,52,325.96000000000004,6.268461538461539,125,2,28,0
12845,26,145.29000000000002,5.588076923076924,60,3,266,0
12847,91,871.54,9.577362637362636,909,1,21,0
12849,51,1050.8899999999999,20.6056862745098,623,2,30,0
12851,50,135.18,2.7036000000000002,109,1,96,0
12852,17,311.55,18.326470588235296,149,1,294,0
12853,78,1957.1000000000001,25.09102564102564,800,6,134,0
12854,110,1324.5,12.040909090909091,627,3,78,0
12855,3,38.1,12.700000000000001,30,1,372,0
12856,314,2179.93,6.942452229299363,1079,6,7,0
12857,46,1106.4,24.05217391304348,343,2,210,0
12863,4,181.2,45.3,148,1,51,0
12864,3,147.12,49.04,216,1,137,0
12865,95,1568.23,16.507684210526318,925,2,25,0
12866,26,559.12,21.504615384615384,171,1,282,0
12867,538,4036.82,7.503382899628253,4298,7,25,0
12868,107,1607.0600000000002,15.0192523364486,928,6,185,0
12871,11,380.64,34.60363636363636,200,2,83,0
12872,66,599.97,9.090454545454547,319,2,326,0
12873,4,374.0,93.5,128,1,281,0
12876,85,2218.02,26.09435294117647,1941,2,57,0
12877,154,1535.77,9.972532467532467,1178,12,3,0
12878,47,854.99,18.191276595744682,547,2,235,0
12879,10,573.22,57.322,370,3,44,0
12881,7,298.0,42.57142857142857,21,1,275,0
12882,12,1179.84,98.32,206,2,8,0
12883,42,703.47,16.749285714285715,196,4,24,0
12884,7,309.05,44.15,43,1,87,0
12885,71,1175.22,16.552394366197184,655,3,62,0
12886,82,1378.4,16.809756097560978,770,2,67,0
12888,5,354.12,70.824,76,2,213,0
12890,82,380.46999999999997,4.639878048780488,259,1,23,0
12891,2,127.0,63.5,350,2,185,0
12893,34,188.14,5.533529411764706,96,1,30,0
12895,22,372.8,16.945454545454545,210,2,41,0
12897,4,216.5,54.125,110,2,204,0
12901,92,3605.16,39.186521739130434,3512,18,9,0
12902,10,138.68,13.868,66,1,264,0
12904,72,509.58,7.0775,302,2,17,0
12906,62,2559.81,41.28725806451613,1653,5,11,0
12909,90,1888.67,20.985222222222223,1278,5,39,0
12910,75,3075.04,41.00053333333333,1692,8,22,0
12912,24,1662.3,69.2625,670,5,2,0
12913,48,2075.63,43.24229166666667,1259,5,4,0
12915,22,363.65,16.529545454545453,93,2,148,0
12916,107,3006.15,28.094859813084113,1119,4,138,0
12919,50,1335.19,26.7038,673,6,7,0
12920,28,164.23,5.8653571428571425,129,1,16,0
12921,720,16587.09,23.037625,9526,37,8,0
12922,28,405.38,14.477857142857143,370,1,160,0
12923,29,176.97,6.102413793103448,69,1,63,0
12924,30,933.7,31.123333333333335,481,4,87,0
12925,45,694.05,15.423333333333332,541,2,4,0
12928,84,2062.7000000000003,24.555952380952384,1472,5,34,0
12929,8,117.85,14.73125,37,1,311,0
12930,25,415.8,16.632,252,2,77,0
12931,16,1383.92,86.495,1168,8,29,0
12933,106,607.53,5.7314150943396225,499,3,23,0
12935,129,2160.7,16.749612403100773,1853,7,1,0
12936,62,1063.9,17.15967741935484,559,4,16,0
12937,120,1504.27,12.535583333333333,1007,4,14,0
12938,9,114.14,12.682222222222222,140,1,25,0
12939,25,2963.76,118.55040000000001,2008,8,63,0
12940,99,913.54,9.227676767676767,411,2,54,0
12942,75,683.9,9.118666666666666,203,3,130,0
12944,30,604.51,20.150333333333332,289,2,35,0
12945,23,462.95,20.128260869565217,165,1,287,0
12947,97,1603.99,16.535979381443298,1165,6,143,0
12948,116,2064.95,17.801293103448273,1080,7,15,0
12949,215,4167.22,19.382418604651164,2381,8,30,0
12950,23,1843.0,80.1304347826087,1380,3,1,0
12951,63,1064.07,16.89,503,6,8,0
12952,79,1387.79,17.566962025316457,653,4,5,0
12953,17,329.85,19.40294117647059,84,1,9,0
12955,180,4757.16,26.428666666666665,3664,11,0,0
12956,19,108.07,5.687894736842105,34,1,305,0
12957,238,4017.54,16.880420168067225,2549,8,9,0
12962,16,266.39,16.649375,129,2,6,0
12963,95,1856.63,19.54347368421053,881,8,7,0
12965,109,771.91,7.081743119266055,283,1,88,0
12966,10,160.18,16.018,75,1,9,0
12967,18,1456.9,80.9388888888889,390,2,357,0
12968,5,135.95,27.189999999999998,73,1,111,0
12970,151,452.24,2.9949668874172186,310,4,6,0
12971,302,10554.76,34.94953642384106,9152,85,3,0
12974,8,144.8,18.1,24,1,197,0
12976,22,738.6,33.57272727272727,561,1,211,0
12977,9,39.239999999999995,4.359999999999999,12,1,155,0
12980,9,1212.48,134.72,408,6,176,0
12981,20,372.21999999999997,18.610999999999997,242,2,29,0
12982,28,390.54,13.947857142857144,288,1,242,0
12984,4,97.5,24.375,26,1,18,0
12985,76,1239.38,16.30763157894737,1533,2,0,0
12987,28,558.7,19.95357142857143,219,2,73,0
12988,92,535.32,5.818695652173914,136,1,291,0
12989,54,3128.51,57.93537037037037,1087,12,2,0
12990,13,409.5,31.5,200,3,30,0
12991,31,503.76,16.25032258064516,405,2,22,0
12993,27,414.76,15.361481481481482,240,4,22,0
12994,61,974.4200000000001,15.97409836065574,459,3,3,0
12995,3,211.32,70.44,108,1,84,0
12997,59,1226.89,20.794745762711866,664,4,21,0
12999,28,455.88,16.28142857142857,342,3,195,0
13000,31,534.85,17.253225806451614,379,3,106,0
13001,328,7225.1,22.027743902439024,4331,13,3,0
13002,7,120.94999999999999,17.27857142857143,73,1,317,0
13003,6,149.05,24.84166666666667,103,3,105,0
13004,404,5655.91,13.999777227722772,4822,18,11,0
13005,26,513.7,19.75769230769231,172,2,173,0
13006,4,81.57,20.3925,55,1,55,0
13008,14,229.46999999999997,16.390714285714285,175,1,322,0
13011,3,50.550000000000004,16.85,13,1,371,0
13012,89,1661.8400000000001,18.6723595505618,824,8,8,0
13013,219,4810.9400000000005,21.967762557077627,2224,13,0,0
13014,109,3466.2799999999997,31.800733944954125,905,10,10,0
13015,175,3051.28,17.435885714285714,1616,5,52,0
13016,47,789.89,16.806170212765956,527,3,72,0
13018,458,7277.7,15.890174672489083,5435,28,15,0
13021,131,2616.38,19.97236641221374,1352,9,3,0
13023,40,689.9,17.2475,286,2,63,0
13026,40,975.36,24.384,1620,5,0,0
13027,13,2208.0,169.84615384615384,5520,6,113,0
13028,45,661.3199999999999,14.695999999999998,798,2,22,0
13029,7,116.5,16.642857142857142,74,2,30,0
13030,99,799.48,8.075555555555555,394,2,10,0
13032,71,1010.18,14.227887323943662,375,2,51,0
13033,11,190.55,17.322727272727274,83,1,356,0
13034,37,642.77,17.372162162162162,369,2,54,0
13035,27,921.88,34.1437037037037,644,2,73,0
13037,48,881.07,18.355625,431,3,137,0
13038,28,908.46,32.445,360,3,79,0
13040,43,676.99,15.743953488372092,355,2,8,0
13043,13,516.42,39.72461538461538,254,1,272,0
13044,33,560.47,16.983939393939394,429,1,290,0
13045,18,305.28000000000003,16.96,221,1,98,0
13046,35,629.31,17.980285714285714,264,2,30,0
13047,172,3237.54,18.822906976744186,1391,10,31,0
13048,136,1835.91,13.499338235294118,1238,4,13,0
13049,14,656.6800000000001,46.90571428571429,268,2,63,0
13050,403,5836.86,14.483523573200992,3748,17,14,0
13052,18,348.15000000000003,19.34166666666667,222,1,211,0
13055,76,1214.41,15.979078947368421,894,3,77,0
13058,8,271.40000000000003,33.925000000000004,52,3,24,0
13059,8,183.4,22.925,35,1,249,0
13060,15,307.53,20.502,123,1,253,0
13061,10,248.61,24.861,107,1,71,0
13062,11,346.98,31.543636363636367,343,1,190,0
13064,69,1119.49,16.22449275362319,516,4,12,0
13065,14,205.86,14.704285714285716,74,1,372,0
13066,48,470.8,9.808333333333334,322,2,23,0
13067,15,115.46000000000001,7.697333333333334,32,1,81,0
